0.58849E+05 0.28834E+03 0.00000E+01 305030 0 0 4823 0.82000E-01 0.00000E+01 0.58849E+05 0.00000E+01 0.00000E+01 0
1 59035.0 1994.9 3.3791 7270100.0 59035.0
2 59109.0 1114.9 2.6674 7238300.0 59109.0
3 59193.0 651.98 2.2029 4599100.0 59193.0
4 58670.0 2322.2 3.9581 13910000.0 58670.0
5 58709.0 1074.5 2.5882 4902800.0 58709.0
6 58361.0 640.18 2.1939 6638900.0 58361.0
7 58674.0 1003.8 2.4193 4566500.0 58674.0
8 58213.0 757.96 2.6041 14433000.0 58213.0
9 59366.0 558.6 2.6614 27415000.0 59366.0
<lo_statistics>
<cumulated_time> 120.812337 </cumulated_time>
</lo_statistics>
