  1    1
  2   -1
  3    1
  4    1
  5    1
  6   -3
  7   -1
  8   -1
  9   -4
 10   -5
 11    1
 12    1
 13    1
 14    1
 15  -11
 16    1
 17    1
 18    1
 19    1
 20    1
 21  -11
 22  -12
 23  -13
 24  -14
 25  -11
 26  -16
 27  -17
 28  -18
 29  -19
 30  -20
 31    1
 32    1
 33  -31
 34  -32
 35  -31
 36  -31
 37    1
 38    1
 39  -37
 40  -38
 41  -12
 42  -16
 43  -12
 44  -16
 45  -13
 46  -13
 47  -17
 48  -18
 49  -17
 50  -18
 51    1
 52    1
 53    1
 54    1
 55  -51
 56  -52
 57  -53
 58  -54
 59    1
 60    1
 61  -59
 62  -60
 63  -51
 64  -52
 65  -51
 66  -52
 67    1
 68    1
 69  -68
 70  -67
 71   -1
 72   -1
 73   -3
 74   -5
 75   -4
 76  -31
 77  -31
 78  -32
 79  -37
 80  -38
 81  -13
 82  -16
 83  -12
 84  -17
 85  -18
 86  -13
 87  -16
 88  -12
 89  -17
 90  -18
 91  -14
 92  -11
 93  -11
 94  -19
 95  -20
 96  -59
 97  -60
 98  -51
 99  -52
100  -51
101  -52
102  -53
103  -54
104  -67
105  -68
