0.63829E+05 0.35712E+03 0.00000E+01 220040 0 0 5073 0.79200E-01 0.00000E+01 0.63829E+05 0.00000E+01 0.00000E+01 0
1 64367.0 2998.9 3.2944 4599100.0 64367.0
2 62137.0 1754.7 2.824 7714300.0 62137.0
3 63300.0 897.66 2.0055 4983200.0 63300.0
4 64201.0 1829.4 2.8494 5865400.0 64201.0
5 65143.0 988.03 2.1449 5099300.0 65143.0
6 64343.0 617.88 1.9206 4747000.0 64343.0
7 61348.0 1602.4 2.6119 4408300.0 61348.0
8 63913.0 1107.6 2.4509 13996000.0 63913.0
9 64503.0 685.27 2.1248 12770000.0 64503.0
10 59446.0 3403.2 4.0482 9868100.0 59446.0
11 65171.0 1892.8 2.9043 6867000.0 65171.0
12 63472.0 908.36 2.0239 3639200.0 63472.0
<lo_statistics>
<cumulated_time> 426.974372 </cumulated_time>
</lo_statistics>
