0.53908E-02 0.22148E-11 0.00000E+01 2657590 0 0 151653 0.28122E+08 0.00000E+01 0.53908E-02 0.00000E+01 0.00000E+01 0
1 0.0053908 2.1699e-11 2.1748e-07 0.0053908 0.0053908
2 0.0053945 3.38e-06 0.047874 0.0099329 0.0053945
3 0.0053939 1.2656e-06 0.025353 0.0064079 0.0053939
4 0.0053908 2.1737e-11 2.1785e-07 0.0053908 0.0053908
5 0.0053923 3.4366e-06 0.048695 0.010257 0.0053923
6 0.0053907 1.242e-06 0.024897 0.0064617 0.0053907
7 0.0053908 2.1549e-11 2.1597e-07 0.0053908 0.0053908
8 0.0053923 3.4184e-06 0.048438 0.0074556 0.0053923
9 0.0053894 1.2461e-06 0.024985 0.0064816 0.0053894
10 0.0053908 2.1624e-11 2.1672e-07 0.0053908 0.0053908
11 0.00539 2.7377e-06 0.038809 0.0074497 0.00539
12 0.0053894 1.2578e-06 0.025218 0.0064753 0.0053894
13 0.0053908 2.1886e-11 2.1935e-07 0.0053908 0.0053908
14 0.0053902 3.3404e-06 0.047351 0.0074787 0.0053902
15 0.005391 1.3228e-06 0.026515 0.0078067 0.005391
16 0.0053908 2.1397e-11 2.1445e-07 0.0053908 0.0053908
17 0.0053961 3.5321e-06 0.050012 0.0074748 0.0053961
18 0.0053905 1.2343e-06 0.024742 0.0065015 0.0053905
19 0.0053908 2.1774e-11 2.1823e-07 0.0053908 0.0053908
20 0.0053859 2.9016e-06 0.041163 0.0074489 0.0053859
21 0.005391 1.3197e-06 0.026451 0.0077616 0.005391
22 0.0053908 2.1849e-11 2.1898e-07 0.0053908 0.0053908
23 0.0053901 3.3547e-06 0.047553 0.010304 0.0053901
24 0.0053915 1.3183e-06 0.026422 0.0064866 0.0053915
25 0.0053908 2.1549e-11 2.1597e-07 0.0053908 0.0053908
26 0.0053908 3.1074e-06 0.044043 0.0074605 0.0053908
27 0.005391 1.2444e-06 0.024942 0.0064864 0.005391
28 0.0053908 2.1587e-11 2.1635e-07 0.0053908 0.0053908
29 0.0053849 2.9215e-06 0.041454 0.007391 0.0053849
30 0.0053927 1.309e-06 0.026229 0.0076076 0.0053927
31 0.0053908 2.1473e-11 2.1521e-07 0.0053908 0.0053908
32 0.0053862 2.9208e-06 0.041433 0.0074546 0.0053862
33 0.0053924 1.3594e-06 0.02724 0.0077766 0.0053924
34 0.0053908 2.1587e-11 2.1635e-07 0.0053908 0.0053908
35 0.0053893 2.7705e-06 0.03928 0.0073761 0.0053893
36 0.005391 1.1934e-06 0.02392 0.0063988 0.005391
37 0.0053908 2.1587e-11 2.1635e-07 0.0053908 0.0053908
38 0.0053902 3.1201e-06 0.044227 0.007378 0.0053902
39 0.0053925 1.2586e-06 0.025221 0.0075642 0.0053925
40 0.0053908 2.1774e-11 2.1823e-07 0.0053908 0.0053908
41 0.0053886 3.079e-06 0.043658 0.0074411 0.0053886
42 0.0053911 1.2812e-06 0.02568 0.0064582 0.0053911
43 0.0053908 2.1774e-11 2.1823e-07 0.0053908 0.0053908
44 0.0053951 3.5803e-06 0.050705 0.010271 0.0053951
45 0.0053898 1.2437e-06 0.024934 0.0077199 0.0053898
