0.14134E+06 0.64592E+03 0.00000E+01 1080080 0 0 12297 0.86800E-01 0.00000E+01 0.14134E+06 0.00000E+01 0.00000E+01 0
1 140940.0 6928.5 4.9158 45837000.0 140940.0
2 143860.0 3950.3 3.8834 45290000.0 143860.0
3 139710.0 1624.5 2.3256 18659000.0 139710.0
4 141750.0 2421.3 2.4157 12018000.0 141750.0
5 143340.0 2439.4 3.4036 51077000.0 143340.0
6 141550.0 1282.4 2.5625 32898000.0 141550.0
7 139290.0 5336.5 3.8312 19212000.0 139290.0
8 144460.0 3665.0 3.588 37523000.0 144460.0
9 137870.0 1665.4 2.4159 18001000.0 137870.0
10 144250.0 3534.9 4.901 125590000.0 144250.0
11 143850.0 1912.6 3.7606 121480000.0 143850.0
12 141970.0 910.26 2.5646 55186000.0 141970.0
13 137310.0 2341.4 2.4116 15458000.0 137310.0
14 144430.0 3063.4 4.242 98766000.0 144430.0
15 143130.0 1339.7 2.6474 32496000.0 143130.0
16 143850.0 5871.9 4.0819 24094000.0 143850.0
17 147850.0 3904.4 3.7346 55325000.0 147850.0
18 139690.0 1665.7 2.3848 23067000.0 139690.0
19 136950.0 2099.2 2.1677 10408000.0 136950.0
20 141960.0 1816.7 2.5595 17766000.0 141960.0
21 143240.0 1295.5 2.5581 27054000.0 143240.0
22 132650.0 3497.1 2.6364 8279900.0 132650.0
23 147610.0 5732.4 5.4919 97932000.0 147610.0
24 143160.0 1734.4 2.4231 17579000.0 143160.0
<lo_statistics>
<cumulated_time> 2126.806633 </cumulated_time>
</lo_statistics>
