0.12025E+06 0.33613E+03 0.00000E+01 1245070 0 0 10986 0.91360E-01 0.00000E+01 0.12025E+06 0.00000E+01 0.00000E+01 0
1 123490.0 3034.3 3.475 34865000.0 123490.0
2 119610.0 1507.5 2.5206 11987000.0 119610.0
3 120470.0 1074.5 2.5228 27708000.0 120470.0
4 118180.0 3494.0 4.1813 40690000.0 118180.0
5 119910.0 2476.0 4.1296 53513000.0 119910.0
6 120030.0 1140.2 2.6868 36618000.0 120030.0
7 117970.0 2876.7 3.4484 26555000.0 117970.0
8 118170.0 1650.5 2.7935 22686000.0 118170.0
9 121090.0 1246.5 2.9114 26106000.0 121090.0
10 124440.0 3505.0 3.9833 36372000.0 124440.0
11 118610.0 1735.3 2.9261 31825000.0 118610.0
12 119830.0 1151.3 2.7176 30809000.0 119830.0
13 120870.0 2376.9 3.9329 66833000.0 120870.0
14 122590.0 1349.7 3.1142 45532000.0 122590.0
15 122400.0 894.45 2.923 42625000.0 122400.0
16 117270.0 2276.8 2.7457 14910000.0 117270.0
17 120800.0 1699.0 2.8128 25493000.0 120800.0
18 118970.0 1008.3 2.3971 35033000.0 118970.0
19 119350.0 2568.6 3.0435 24490000.0 119350.0
20 119990.0 1578.7 2.6313 25741000.0 119990.0
21 120460.0 995.7 2.3379 20117000.0 120460.0
<lo_statistics>
<cumulated_time> 2429.4569970000002 </cumulated_time>
</lo_statistics>
