0.83165E+05 0.25159E+03 0.00000E+01 1735050 0 0 12614 0.15120E+00 0.00000E+01 0.83165E+05 0.00000E+01 0.00000E+01 0
1 83599.0 3812.9 6.4501 33551000.0 83599.0
2 81857.0 1670.7 4.082 25634000.0 81857.0
3 81465.0 888.2 3.0838 23187000.0 81465.0
4 82115.0 1661.0 4.0456 20623000.0 82115.0
5 83790.0 1030.9 3.48 25060000.0 83790.0
6 82717.0 648.21 3.1346 24407000.0 82717.0
7 85572.0 1936.9 4.527 30248000.0 85572.0
8 83622.0 1118.8 3.784 50175000.0 83622.0
9 83487.0 549.89 2.6346 28056000.0 83487.0
10 83523.0 1107.1 3.7492 31919000.0 83523.0
11 85597.0 1265.7 5.9145 166500000.0 85597.0
12 83824.0 567.12 3.8272 134680000.0 83824.0
13 85110.0 1914.2 4.4981 33655000.0 85110.0
14 83372.0 1071.5 3.635 45465000.0 83372.0
15 83483.0 628.66 3.0122 24838000.0 83483.0
<lo_statistics>
<cumulated_time> 584.830636 </cumulated_time>
</lo_statistics>
