0.47397E+05 0.26785E+03 0.00000E+01 785030 0 0 6627 0.13960E+00 0.00000E+01 0.47397E+05 0.00000E+01 0.00000E+01 0
1 49782.0 1569.0 4.4572 21865000.0 49782.0
2 47444.0 767.77 3.2365 12370000.0 47444.0
3 46437.0 483.32 2.9438 16132000.0 46437.0
4 47288.0 1006.9 4.2587 28838000.0 47288.0
5 48225.0 678.1 3.9771 33696000.0 48225.0
6 47227.0 391.56 3.3164 29852000.0 47227.0
7 48894.0 912.27 3.7316 14286000.0 48894.0
8 50363.0 2379.8 13.365 186260000.0 50363.0
9 47537.0 351.58 2.9584 22731000.0 47537.0
<lo_statistics>
<cumulated_time> 289.06102799999996 </cumulated_time>
</lo_statistics>
